BS,CellName,RUType,Mode,Frequency,Bandwidth,Antennas,TXpower
B_829,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_830,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_831,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_832,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_833,Cell0,Type10,Mode1,697.002,10,32,8.046487294
B_834,Cell0,Type10,Mode1,697.002,10,32,8.046487294
B_835,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_836,Cell0,Type10,Mode1,697.002,10,32,8.046487294
B_837,Cell0,Type11,Mode1,715.998,8,8,7.598056801
B_838,Cell0,Type11,Mode1,715.998,8,8,7.598056801
B_839,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_840,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_841,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_842,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_843,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_844,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_845,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_846,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_847,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_848,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_849,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_850,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_851,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_852,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_853,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_854,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_855,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_856,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_857,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_858,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_859,Cell0,Type5,Mode2,426.98,2,2,7.321524664
B_860,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_861,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_862,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_863,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_864,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_865,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_866,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_867,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_868,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_869,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_870,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_871,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_872,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_873,Cell0,Type5,Mode2,426.98,2,2,7.316292975
B_874,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_875,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_876,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_877,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_878,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_879,Cell0,Type12,Mode1,979.998,8,64,7.916591928
B_880,Cell0,Type12,Mode1,979.998,8,64,7.887443946
B_881,Cell0,Type12,Mode1,979.998,8,64,7.891629297
B_882,Cell0,Type12,Mode1,979.998,8,64,7.916591928
B_883,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_884,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_885,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_886,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_887,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_888,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_889,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_890,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_891,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_892,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_893,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_894,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_895,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_896,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_897,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_898,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_899,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_900,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_901,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_902,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_903,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_904,Cell0,Type11,Mode1,697.002,10,8,8.032735426
B_905,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_906,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_907,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_908,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_909,Cell0,Type11,Mode1,697.002,10,1,6.691928251
B_910,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_911,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_912,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_913,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_914,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_915,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_916,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_917,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_918,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_919,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_920,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_921,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_922,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_923,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_924,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_925,Cell0,Type8,Mode1,697.002,10,4,7.88206278
B_926,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_927,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_928,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_929,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_930,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_931,Cell0,Type11,Mode1,697.002,10,2,7.101345291
B_932,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_933,Cell0,Type1,Mode2,426.98,2,1,6.87593423
B_934,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_935,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_936,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_937,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_938,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_939,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_940,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_941,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_942,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_943,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_944,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_945,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_946,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_947,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_948,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_949,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_950,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_951,Cell0,Type5,Mode2,426.98,2,1,6.372795217
B_952,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_953,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_954,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_955,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_956,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_957,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_958,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_959,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_960,Cell0,Type12,Mode1,979.998,8,64,8.013303438
B_961,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_962,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_963,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_964,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_965,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_966,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_967,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_968,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_969,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_970,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_971,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_972,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_973,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_974,Cell0,Type5,Mode2,426.98,2,2,7.31838565
B_975,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_976,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_977,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_978,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_979,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_980,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_981,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_982,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_983,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_984,Cell0,Type12,Mode1,979.998,8,64,8.036173393
B_985,Cell0,Type8,Mode1,697.002,10,8,8.375336323
B_986,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_987,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_988,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_989,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_990,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_991,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_992,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_993,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_994,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_995,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_996,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_997,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_998,Cell0,Type9,Mode2,426.98,2,2,7.325859492
B_999,Cell0,Type5,Mode2,426.98,2,1,6.87593423
B_1000,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_1001,Cell0,Type1,Mode2,426.98,2,2,7.325710015
B_1002,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_1003,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_1004,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_1005,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_1006,Cell0,Type5,Mode2,426.98,2,2,7.319431988
B_1007,Cell0,Type10,Mode1,697.002,10,32,8.034529148
B_1008,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_1009,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_1010,Cell0,Type12,Mode1,979.998,8,64,7.916591928
B_1011,Cell0,Type12,Mode1,979.998,8,64,7.916591928
B_1012,Cell0,Type12,Mode1,979.998,8,64,7.916591928
B_1013,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_1014,Cell0,Type1,Mode2,426.98,2,2,7.325859492
B_1015,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_1016,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_1017,Cell0,Type11,Mode1,697.002,10,8,8.046487294
B_1018,Cell0,Type5,Mode2,426.98,2,2,7.325859492
B_1019,Cell0,Type11,Mode1,697.002,10,2,7.086397608
B_0,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_2,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_7,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_8,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_10,Cell1,Type1,Mode2,426.98,2,2,7.323617339
B_16,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_17,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_19,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_25,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_26,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_28,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_34,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_35,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_36,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_41,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_43,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_46,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_62,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_63,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_77,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_79,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_85,Cell1,Type5,Mode2,426.98,2,2,6.761584454
B_89,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_91,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_97,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_105,Cell1,Type1,Mode2,365,20,2,6.87593423
B_106,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_108,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_111,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_112,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_113,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_118,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_120,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_126,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_127,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_128,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_133,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_135,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_141,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_142,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_144,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_150,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_151,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_152,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_160,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_162,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_168,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_170,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_172,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_174,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_180,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_181,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_182,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_188,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_190,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_191,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_209,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_223,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_224,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_229,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_231,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_234,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_235,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_236,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_241,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_243,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_249,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_250,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_252,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_258,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_260,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_262,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_269,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_270,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_297,Cell1,Type1,Mode2,426.98,10,2,6.427503737
B_298,Cell1,Type1,Mode2,426.98,10,2,6.427503737
B_301,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_303,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_322,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_324,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_330,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_346,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_348,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_354,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_355,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_357,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_362,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_366,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_382,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_386,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_388,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_392,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_428,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_430,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_433,Cell1,Type3,Mode2,155.6,10,2,6.427503737
B_434,Cell1,Type3,Mode2,155.6,10,2,6.427503737
B_435,Cell1,Type3,Mode2,189,10,2,6.427503737
B_436,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_437,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_439,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_445,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_466,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_468,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_474,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_475,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_476,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_477,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_478,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_485,Cell1,Type1,Mode2,426.98,2,2,7.323617339
B_500,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_502,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_505,Cell1,Type3,Mode2,189,10,2,6.427503737
B_506,Cell1,Type3,Mode2,189,10,2,6.427503737
B_507,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_508,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_510,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_516,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_517,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_519,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_525,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_526,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_532,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_534,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_539,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_540,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_541,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_555,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_557,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_563,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_572,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_573,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_583,Cell1,Type3,Mode2,189,10,2,6.427503737
B_584,Cell1,Type3,Mode2,189,10,2,6.427503737
B_585,Cell1,Type3,Mode2,189,10,2,6.427503737
B_595,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_597,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_603,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_605,Cell1,Type1,Mode2,426.98,10,2,6.427503737
B_607,Cell1,Type1,Mode2,426.98,2,1,6.87593423
B_626,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_628,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_634,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_635,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_637,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_643,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_656,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_658,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_664,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_665,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_667,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_673,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_680,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_682,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_688,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_692,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_694,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_700,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_701,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_703,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_709,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_710,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_712,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_718,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_719,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_721,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_727,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_728,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_729,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_734,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_735,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_740,Cell1,Type2,Mode2,532,20,2,6.87593423
B_741,Cell1,Type3,Mode2,189,10,2,6.427503737
B_742,Cell1,Type1,Mode2,426.98,2,4,7.327503737
B_745,Cell1,Type1,Mode2,365,20,2,6.87593423
B_758,Cell1,Type1,Mode2,426.98,2,2,7.344245142
B_760,Cell1,Type1,Mode2,426.98,2,2,7.340209268
B_766,Cell1,Type1,Mode2,426.98,2,2,7.336173393
B_773,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_775,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_781,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_789,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_794,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_795,Cell1,Type1,Mode2,426.98,2,2,6.877428999
B_803,Cell1,Type1,Mode2,365,20,2,6.87593423
B_804,Cell1,Type1,Mode2,365,20,2,6.87593423
B_805,Cell1,Type1,Mode2,365,20,2,6.87593423
B_806,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_812,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_814,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_820,Cell1,Type1,Mode2,426.98,2,2,7.325859492
B_837,Cell1,Type11,Mode1,697.002,10,8,7.550074738
B_838,Cell1,Type11,Mode1,697.002,10,8,7.598056801
B_925,Cell1,Type8,Mode1,697.002,10,4,7.877727952
B_105,Cell2,Type1,Mode2,426.98,2,2,6.877428999
B_745,Cell2,Type1,Mode2,426.98,2,2,6.877428999
B_105,Cell3,Type1,Mode2,426.98,2,2,6.877428999
B_745,Cell3,Type1,Mode2,426.98,2,2,6.877428999
