ID,Yield
ID_RDH6HLOB2U92,317.86
ID_8TPHQ60JF6EX,448.0
ID_1PB93FWUQFQB,324.55
ID_3N976J1OGQLO,640.13
ID_7KUFT15M92QJ,475.26
ID_PCCPOOUSGB06,149.9
ID_3FRDNPVY5FNP,1240.58
ID_BK9ZR4TDE7NZ,579.36
ID_OUWYLUIH2R51,546.05
ID_L5ZLQMRH6KKF,591.6
ID_Q4UW4DG55OJW,598.2
ID_OYF1ASPZJQNP,773.42
ID_GZUUS62OBWF1,1269.35
ID_KKZDBKDWVPID,352.4
ID_YCYMKBL2CA1K,356.3048651348651
ID_KHTP23X20T5I,394.5
ID_PVCGOZWIYCRW,1810.3
ID_32NAED58MFBN,788.86
ID_N20MRZDYH6K2,854.56
ID_DBTQY3BIX7K1,326.85
ID_VXHEQJCSAEGO,377.79617826617834
ID_1UBFDMDD35E0,462.75
ID_UTQLHUO15C6P,1268.2
ID_KUQSQP4UEPNX,2678.5
ID_NG1BV8SLDLT6,261.88
ID_3WE5BFF4QQ07,465.2
ID_OJCKZSAW11FT,878.4
ID_01FMRJ8CZ1B9,306.58
ID_UFCY75JEV9LT,337.33197191697195
ID_2EZWQR6H2KMD,833.9
ID_VDBLFDMIL8NG,813.55
ID_AT56XBOIGQNE,1103.0
ID_AXZDBVR3IUR6,307.19
ID_2TXCT78Y3PKC,306.56
ID_VR4Q2KY91Y7I,439.74
ID_EQO0B00UOJ18,375.1
ID_80IN0NOG3IGG,311.01
ID_52G244TD18XX,531.14
ID_VU2RGX6FV7SG,520.27
ID_L5TFK1K76NVV,313.41
ID_9CP641SBWCAY,100.4
ID_GCL2HBCVD3GT,535.28
ID_9TSTSM29ITZV,1445.35
ID_L9B0F5XY5C0Q,827.35
ID_CB1C6HBQXD06,458.47
ID_HKJ98YOILTWN,1603.5
ID_5TPFAMIJT35T,807.45
ID_17C2BIFXGXAB,430.14
ID_ZY0FDD05Q344,202.1
ID_XXKL2UKB6T7P,1227.4
ID_RMQ5T81PW81J,533.53
ID_I1KFYFIUMBBQ,487.53
ID_1C1WGJ4TLP0X,245.49
ID_E5OL8AHYNIRQ,452.58
ID_XKJ6NPCU23KQ,405.7
ID_H2LK19RTKLBN,349.6
ID_8SXD7K2XR4Y2,340.68
ID_R6PS7QO3TIP3,745.33
ID_7Z26WTZTG1EE,241.5
ID_NVW1KES21JE6,639.39
ID_KZQ5Q7QITN1J,530.13
ID_0GK554F5HSPQ,2615.2
ID_CA5E6O3YBPYR,267.37
ID_NTRTGR2IP7JQ,636.14
ID_062VNY633NVW,635.82
ID_465NN80WHNMI,358.4
ID_T52DNN3DYVA2,343.65
ID_CM0W1BO8Z7YV,431.32
ID_YV087R41HIW6,2941.72
ID_VT6TAOGORN0T,813.18
ID_030L0XB0GEPB,236.41
ID_YECW50OR7NEH,271.25
ID_5W7NWNYH7DA2,246.03
ID_I2AKJ4TGA3JS,401.45
ID_LMSXY4W2OCHC,455.03
ID_W1EWJ1KHVFWL,867.76
ID_3ABZTY079K5J,1883.75
ID_4PEE9P8ISN4T,1197.35
ID_DZD2PTXBQ36C,102.85
ID_VRDCKGL60J4S,1570.0
ID_W300Q133BITD,161.65
ID_BGPCJWWGLRAD,1408.9
ID_2VD5AHGUA8FZ,237.5
ID_N2YHCFW8BCW1,310.4713333333333
ID_KD26RV3Q4Z8G,368.3
ID_B4L9RE7NMY7S,841.2
ID_BN9X6GP81HB7,29.08
ID_Y6GNK64VJEAR,398.82
ID_PE586K2WC823,190.3
ID_WL15S18OVHW9,1303.55
ID_5R6L97XFBM4P,613.5
ID_55YCU1CHAZYU,1212.15
ID_WNGH3FP6KNWH,2236.6
ID_9JR09YWTJIPX,801.34
ID_870NP4IDB2WF,347.82269480519477
ID_X6ZCELIES4N3,700.36
ID_S0Z4WELW3RKE,768.9
ID_I1M86V2XW3NU,626.37
ID_PR25E8LGMX5C,410.92
ID_5RGXU5KZER2O,1784.65
ID_N3OWXZ0A4PQ2,621.08
ID_BUYPSV8J9VX4,924.78
ID_ZLJBGWFNKT3F,400.0
ID_E3U792EGWSOZ,102.95
ID_KQE4T2DIGF73,322.94
ID_FIOW6R8A6TD9,2105.5
ID_6NHV395NXUMO,806.7
ID_DLLQTLGA5BZ7,159.21
ID_12090DS3ONFO,300.07
ID_84WRYZXSNB5W,294.06
ID_5IHINMMQ33HN,800.5
ID_Q3TSBO3V5MV0,675.36
ID_ADC7FBDIRB67,342.02
ID_YFVLB2MLINSA,790.6
ID_0M2B2IU08JHG,553.97
ID_V9K16K3JJ64W,120.6
ID_T0APDRNZ2PUP,1046.87
ID_UD6Y4DW52N30,350.83333333333337
ID_CPN4N1LLQUYZ,191.22
ID_NBZ50NSHWKX4,2188.8
ID_JOBTZIGNUJYW,133.25
ID_QIXJYAUTNLGR,587.23
ID_AX9K1UFBM90G,148.05
ID_FDDURNIJQYRF,904.5
ID_LVNQ4RR7Z5M9,620.3
ID_UYQMXTUWGEX3,371.01
ID_GXYT79NRDUCC,324.97
ID_9GC9RL0156TI,404.62
ID_65R1QHRZPXV4,196.6
ID_61D172EINVHM,292.72
ID_YTRIQ7CPL06G,200.25
ID_SWBH0D832EJH,445.93
ID_JI6G3OYFQJKY,440.13
ID_D2P1PLCDCW6C,886.63
ID_4HZATY2UQP7J,771.8
ID_I13HAXROQ8ZI,365.32
ID_EBWZ4DITBMRT,1192.0
ID_46V1XAD0HNM4,220.99
ID_7F0Y5BH75MA1,200.25
ID_8KDNAENIPD6O,239.905
ID_31557CM50TT0,87.74
ID_1H73ZV2DGAJS,636.32
ID_MQBQ7Y3DAME9,593.15
ID_FABZ5F40A430,880.82
ID_ARH65MSJKMXQ,300.16
ID_NZAYF5EC84XF,846.1
ID_8KTFQU943U8U,622.76
ID_HOOPMK98RDVW,558.5
ID_6NKRHFXDAL2W,210.2
ID_3Y0E2QZSY8BE,341.8943614718615
ID_7RBTQWOKF593,243.44
ID_G32EHA5H8KCH,91.64
ID_FP8GAONCAYON,221.86
ID_Q1YRG5JLSL51,629.14
ID_LUEHBMKN3WSS,355.53630952380956
ID_8CR2PDGM6RTS,750.2
ID_UISG39MBLWG7,419.6
ID_ZFX52PINM9TI,230.24
ID_AV8EYUEUUBVA,196.34
ID_LDK0UP6ZOTQS,759.98
ID_Y71AZZAYF00N,330.55
ID_IAA19P3EN9DF,324.74
ID_M8ZJ8397H56M,779.4
ID_2LVL6QWBY48W,752.75
ID_66A871THV43V,606.82
ID_K9CFTOS3JA2N,332.44685714285714
ID_SN7U1P14V2N3,431.92
ID_68RW49FF7NF2,1484.71
ID_1BYE6Z8W58NR,377.47
ID_DGIYN4VXFWW3,319.77
ID_I13X0T9TWG4N,860.42
ID_7HE2NP9ZDI7E,488.52
ID_PKX1BWJLKKF1,428.23
ID_FGCBRPH417HI,178.9
ID_XZHCQ2UL7EQB,729.36
ID_3F60G7BTKL3E,386.60333333333335
ID_X8UKDAZNQLE5,157.7
ID_WF21DZJQ0MEZ,436.67
ID_2JORBK01S76Z,323.6
ID_N40FQ79VCRBZ,217.71
ID_GTLFKV861ATM,405.9
ID_27Y0YW3K0RMP,420.0
ID_WV5M56G6J46P,329.29
ID_2A6AX6F5M2R3,241.37
ID_O1WA343Z0Y3Q,413.96
ID_5RO8TLZHVZ4U,294.87466666666666
ID_WNL0HEE8FNAX,781.5
ID_KRAHFXWUE34U,592.3
ID_B0BZ87T7Z4G1,479.2
ID_EF8RZ2A57MOF,323.28
ID_CKZAYHVYDNOH,316.02
ID_24T2915PUUBL,455.63
ID_9N44D14F4Z9S,1463.05
ID_4QI2PK16L4W8,316.55
ID_5GSE1ZV2KZ36,404.03
ID_30MYYJ3CGU71,201.45
ID_R0ZZ2K2C4IFQ,268.68666666666667
ID_SRSO7ZIVRHMS,480.0
ID_ADMXQ913LY99,387.7
ID_PS7YQR14G3Y3,796.02
ID_MZEO9V8999MJ,1965.8
ID_LUGALDGQDU2C,327.08
ID_6E0LFWNRDDBC,499.53
ID_BH392O5O9YIJ,329.89
ID_VP4R17PGR7PT,1248.6
ID_Z584MTBFZM57,166.41
ID_FMP63TJMIYD2,243.47
ID_0VVXHZNBFV7K,557.82
ID_R3G02LS8GNA9,490.19
ID_Y3HXNR6C9VPN,440.01
ID_P2EI5WTDARVB,491.91
ID_J81U1U9GRXMM,311.56
ID_RUJ2JWO1H36Q,551.0
ID_D7KZIKGDA5TC,418.0675
ID_IXZVPO7I6GFT,591.24
ID_DYEIPGE8LAWB,1968.7
ID_YFXPGWLIF1JG,624.04
ID_M06RJHKBWY49,383.92
ID_9AQXDJAJZEKV,475.45
ID_W8K9BX9LC95X,977.98
ID_QI5ZUDAWIO6B,510.04
ID_UAUMCZMYYG50,794.8
ID_MB0FWEMQZIS3,490.35
ID_I3VLDTUXI8OU,625.6666666666666
ID_FL43EATDHM0N,393.94
ID_F8IKOUJWBLAS,409.38
ID_MY6O19NPIVK6,1323.5
ID_XIRL5AT0PRFF,468.12
ID_V770RBDE6Q4Y,646.18
ID_0PZHH6TLV3CA,259.07
ID_VWY9TZXSBA2I,285.77
ID_0IMHIJVZNH4F,391.31
ID_J9R0XLLUEYV5,578.98
ID_SXO3TLUQS06B,423.03
ID_IIFWSOZJ87T8,251.36
ID_003IQ6P16IU6,577.5
ID_8A4XDDFF9KES,581.26
ID_ZADQ4EOPXZ5X,615.3
ID_T3BJIT95VAK6,1094.45
ID_9JBVPAY5SWE5,240.59
ID_H69MYTOAOWGW,2709.85
ID_KX131MVNIQYK,140.61
ID_9TBIA2TY51SN,338.98
ID_LSJ9Z973V7HY,321.904
ID_1V7154B52Q1R,767.3816666666665
ID_61T1B66LGY96,933.27
ID_6OMUQ7RGG9PB,244.44
ID_UOP0YIGOD0C9,836.3
ID_FUEPC3I8AGM6,227.13
ID_9DZ2XHHCILE0,304.37
ID_K31RQKN5YZGQ,140.76
ID_5ONQKXWCPAYW,337.88
ID_WTFWWIHRP8QJ,134.43
ID_1DB4QAC6FY9E,154.65
ID_JTN33DQWNP8S,328.29
ID_URGC9CNXA7X5,390.23333333333335
ID_TLCVMIUVHIDA,666.66
ID_TUK3UTUY685M,315.13
ID_C3CXY15NEROI,661.53
ID_HLKXLS0FWIO3,342.95
ID_3KYOCLW494ZU,562.88
ID_ANAMG2154VTI,1182.95
ID_RZYTYJZGW8V1,454.4
ID_U0TE2JB46YOT,3213.63
ID_033YEZI2YTMN,337.3
ID_M5MUL0OYJ521,319.75
ID_GLNNBNCO2ZJT,373.87
ID_5D0G39C74311,108.2
ID_76NPV6TK8935,489.57
ID_ZBDU7B15DZ06,717.7
ID_7ZY916L3IR3J,528.2
ID_NT49YSFTD1RL,199.6
ID_JO5LMUSPDOE5,498.64
ID_20WSYTHON01Q,152.15
ID_29VL60799V4G,622.11
ID_LWOVH2BGMAXM,919.1
ID_U40UK9R0U769,723.78
ID_GLMWDVQ0ZBSS,516.03
ID_H9WPOE6GENMJ,415.89
ID_D777FHIP8F1R,758.25
ID_UE7JO485SVK6,99.4
ID_KMUR984JCI6C,239.5486666666667
ID_5UB63IBXG3O1,437.42
ID_IP1S04YTUGT1,1203.6
ID_UJAKLBHMJ3YD,627.66
ID_W4V2VRY6V3ZG,321.01
ID_UPWIMZ9NKMFX,719.93
ID_TVYVXPBGSFUC,242.0
ID_8WEKEFRVWLHJ,582.04
ID_9RLCRH7Q0PXK,350.1033333333333
ID_02G01CVY8X2H,292.45
ID_KE5BLNSCOGKB,923.49
ID_9JNMULI0HP0P,1185.27
ID_B8OSQ43TMBSR,597.55
ID_PZWWJKYN923K,798.05
ID_834BS53CZ6LC,437.94
ID_5BMWFG250JV4,526.91
ID_LM22RNI83BJM,585.11
ID_JQS59EY819HO,221.46
ID_E43X5ED6NLU1,425.26
ID_8UZSHKU5UT2V,889.5
ID_DJ50AHYEIPZ0,812.76
ID_R4NIIOESVN7T,1193.0
ID_YKL207W57L0U,240.91
ID_12P6RU298F9N,330.42
ID_IZ6WTP5Z17WN,773.05
ID_NZMFMBIC4FNF,235.56
ID_JLTDB0VTB0E7,223.7
ID_17SQTC2HLKAE,407.45
ID_I1X7CIDBKXZQ,234.12
ID_PSSACU4V0O6O,571.89
ID_V4HUIJ6F76SW,280.45
ID_8COHYHKML3JP,1103.0
ID_JN4AX2B2C50G,100.44
ID_TMJ0OO9Q2WOJ,1895.8
ID_C95LNL1M8H2N,709.56
ID_RVPLXJ5UWB6O,262.3
ID_TV9CCKV6IGN5,1537.7
ID_K19V3I8YE12K,373.25
ID_KGXUKFH4Y7YO,554.62
ID_WJSH3NU9GIQB,10.44
ID_EQZ7H1WA78OS,238.3
ID_1MKAKRVW5T92,163.64
ID_PZFWOHDEYNGN,2937.8
ID_725LTZ95U1E1,804.8
ID_THK0MEQMKDUT,1626.86
ID_RTQ01NMMKXYA,542.11
ID_8B19FL2AJ194,255.81
ID_D6RNJ17OIWWY,732.06
ID_HUGK2Y59U7KJ,677.65
ID_KWIMK8AMZF5A,719.79
ID_UURMSVZDKKSF,766.6
ID_2R9G9PQSADOM,305.7
ID_BI9UDH99U450,255.11
ID_7ODW5MXTDNCG,741.37
ID_HWJ9WKS3IB5J,402.45
ID_JGO7PWMYOMUB,563.91
ID_MCQSOIZ5BXGC,166.9
ID_J0X3K8DOSPYN,480.5
ID_VGQJ4WYJJBAT,393.93
ID_FHRVJDWVEWZK,557.1
ID_YFDZZ7FAT8H7,677.85
ID_ZW6ZATUAC5CC,492.57
ID_W0BWKL5E7PYH,1048.0
ID_9DJGFL3PX533,520.92
ID_NYXDVDMQO20V,749.0
ID_J9R96PPZPO32,1123.03
ID_03SHDKQD95XF,194.45
ID_9UYFG0NC9QTM,739.25
ID_PR26C0RSQ89H,574.78
ID_KOOC7HGDZA0H,772.33
ID_218WMH65G8WU,659.15
ID_PRAU2EMQM87U,434.21
ID_D6ZOJRHT0A7H,419.0
ID_CITJ0RJ9ZAOC,830.0
ID_TP5RXW7QXP2O,2154.7
ID_AZNDXJTYSGDF,271.52
ID_78WJNL0RRA6U,721.59
ID_TM6VWF7REIS6,1476.85
ID_X3TVNO4XNHN5,788.5
ID_3TDSR1D7HQ8T,665.59
ID_82ZSQZQGLY1Y,417.7
ID_8OKP01595X94,277.4
ID_2OKINRRT0XL1,2243.2
ID_DA98EJU0NT76,634.25
ID_V17R17KYCDG3,565.21
ID_OM42UEJQR618,253.4
ID_646D2KBLNLC2,226.68
ID_9RU7QWS0WIDP,796.3
ID_PFFCHUW5O67L,563.09
ID_ZSV9TC0UW5CK,397.69
ID_MSYLCULH22KD,564.38
ID_6ZA9ROTCTCTY,430.96
ID_L0J7MCL12NR4,316.17
ID_SCDUXWEDL6C6,777.6
ID_7QHVYN5YJYAP,191.65
ID_AUT5E4W1IF34,1384.7
ID_7JO0TQWT9W8K,414.58
ID_3UUBOUNG1CH8,238.9
ID_4Z5JFK9VF762,237.9
ID_3Z9LB1PGHP96,760.5
ID_D0X7IDGN74GR,428.16
ID_BBY6G4GET31C,1695.88
ID_PT5LBK4XRS89,506.63
ID_Z6A67N4N3KEJ,4.0
ID_Y6D7U7R1ULMA,320.17
ID_WQOUU960NDO4,107.205
ID_XC7PSRE6WWFP,309.85
ID_VF7NABSVT35U,661.2
ID_25MZL6HIS26M,1054.08
ID_D86BC6U7FA2J,475.02
ID_F4KMTFROJWL2,415.04
ID_QK4YHF5UETBQ,292.95
ID_XPAHSEI49TYN,1169.77
ID_69F6K475WX7V,154.93
ID_9WS9F7Z1CE3M,311.6
ID_XJC8VVXC9TBX,501.54
ID_CD5QDTLLZUPT,231.6
ID_O80J4RH6LVDS,982.6
ID_KWSKN3HTLPK2,147.76
ID_5SKHT6NDFHJR,139.91
ID_KPQYKBZGK6Q4,400.68
ID_866ACQHJ1632,275.0
ID_WX844ME5IT0M,129.53
ID_AWNJ1KEP1QK1,1346.0
ID_16ZJ7XNWB9ES,848.85
ID_2NKYXQYFQQRX,387.3225
ID_DDQYDSPF4BXY,557.17
ID_1KBQ8Z8QZOL3,432.71
ID_GJO67I9XF6AK,702.08
ID_PCOF5INSVXM2,410.01
ID_W5GMROHJ01RZ,202.1
ID_WD6GCHMOFFZK,320.22
ID_GF3NQ1FP4MXO,1236.55
ID_FBQI3IPLIAAZ,282.58
ID_BKRCXGDJI2ZU,431.81
ID_WC5O6CA49JCT,298.86
ID_TC771F4NXFD3,739.6
ID_HQAI0KUSI7FX,778.9
ID_E22MKA5X1C38,386.82904761904757
ID_P4TXP8UNLQ5F,4.0
ID_7VFK2TR4EHCU,494.41
ID_XIMWJDO2J9S2,100.4
ID_1SFZQ86IVMCZ,1099.0
ID_XNSVNT862EIR,1477.5
ID_KEULJBL0QMMA,386.75
ID_GEAJ29CHENIM,434.04
ID_XDHNQQ1BMP4K,376.15
ID_ZG8Y74HTDSKI,90.68
ID_VUYOGM0KIABM,1218.65
ID_U4XH4UTLQ5EO,323.92
ID_M1TT1PZJYQX3,416.53444444444443
ID_DO1SCI0NAS39,597.6
ID_PP2CV6NRSO3K,217.9
ID_6F4A688829M0,1209.55
ID_67C7XJW5Z9AP,400.72
ID_G9GXUSA0IV0D,273.0
ID_0G0WQUKBXG47,436.7
ID_6EWF22XJX21H,870.9
ID_UIL7S6F6IKE8,415.05
ID_O55OOUDQOKBE,1887.8
ID_OKZW0FT04KAU,24.44
ID_5QCE458KP8MH,431.0
ID_K1MX59GNDLA3,949.0
ID_XEAANBI4M6MP,854.45
ID_7K7V374NL5QU,236.64
ID_Q73O4J7PYNLD,1071.1
ID_8X79S7L9FWUS,397.68
ID_M97TRZBEVI0V,292.16
ID_U9TU5QRVSIKV,480.2
ID_PQPZ0AVV5HTH,751.62
ID_1L6LU32N1HFC,179.95
ID_UBZ21YSSVE0A,715.25
ID_TFXFZIX00RA7,1294.2
ID_32CMCT5XS364,365.52
ID_E95XC4DYH26Y,4.0
ID_S8ENYM45UWSC,2209.95
ID_PU514SH6TUVR,163.35
ID_RVEWUGCXQCNS,429.41
ID_BG6I25RU4JV3,561.73
ID_RNDBVA4NU0LW,404.12206349206355
ID_H1GVVG7EF7WE,394.62
ID_4VG5G0IN38WK,118.8
ID_LI1DHO8DO7WH,222.42
ID_K9IUCGCTABHD,517.0
ID_COWCI2PI2LF9,100.5
ID_0QE8PUWQKHFZ,709.85
ID_MT3EUT7AX265,328.95
ID_T69R1A784TNY,1361.0
ID_N4FRZ8SPSN61,286.83
ID_DFIMHTLXA82W,813.48
ID_BI4VNVU7JAXF,2448.84
ID_6C9EUI1CKTQY,1224.65
ID_V7R0PZU27LD7,402.42
ID_NXHSZUCHTMO8,935.6
ID_PSSPKF9A2USI,712.0
ID_M9XZ0NNGCXJE,319.58
ID_3BJCEQIRMQTP,499.77
ID_EWS2TOD7IJZI,1277.46
ID_4N61JMVTUKQ5,224.7
ID_B5NBU4COPYXW,463.37
ID_ZS7CIFJ5G37Q,1853.15
ID_X4E6NMBKJLQT,91.02
ID_1OH68E5CL3NC,850.68
ID_DNSUBE5MRZR8,1178.98
ID_GHVXO83MCL6I,805.0
ID_CQ0FBB1L5EY3,397.77
ID_9PEPYSUTV8XP,659.05
ID_CH40371WNU45,299.8
ID_KREBTUJY9PUQ,407.3
ID_AH2DHFW5Y7VZ,465.8
ID_O2YSLD8B37UI,417.99
ID_CGJLQRDMQGPI,433.05
ID_ZIH4810LD2X4,395.46
ID_1GUQ67PJHO6G,199.6
ID_YO7NKY9DFON2,1408.3
ID_H8DG3XXT4R3S,408.05
ID_FD43UJOLYMFB,298.86
ID_BQ8JTW0GEMB4,550.33
ID_RA7TSCPF1HBL,492.01
ID_HMSUJ88077KV,287.75
ID_2K6CE567GZ7D,432.58
ID_J0UYQQWYJDJ3,756.5
ID_42YO171TPVHZ,829.9
ID_KMFDQQYDBS4X,475.42
ID_EKKF7GLOX3SD,318.95
ID_NA6TYX9PY21I,535.57
ID_PA459A9AES6D,1867.21
ID_ZHJ35MUIKDGT,574.25
ID_2KS148FT28VY,916.25
ID_ZP3Y1EOLD1XT,343.75
ID_M202WZ18JHLM,612.77
ID_O3CUG423MY9H,3197.1
ID_JK4O5BTLDHTX,313.77
ID_69E0GNTDT1LF,2801.38
ID_RN3RLK50ETXN,479.25
ID_PJ3QBFDFCBUV,258.4433333333334
ID_WRU2ZQEZZA2A,1394.0
ID_261VC80CL904,299.23
ID_3PR5200O44QG,1364.85
ID_V315713I7M9M,788.01
ID_WCBVJ74XU15K,501.0
ID_ZXT4WUZLCMVH,403.12
ID_GDU9BX84VUVE,2381.76
ID_5JB3YMBM4T6O,233.25
ID_KBAPVR46VC22,882.91
ID_4IXICKTIPPLU,1053.66
ID_AM94QK241VPE,4748.55
ID_W12HOWGGSMS8,157.89
ID_Q1G32KADTS51,297.4266666666666
ID_V3JIA4P4668B,801.75
ID_Y86K83ZPC3T4,401.88
ID_K6M588093ONJ,416.88
ID_8QKXNKEAI8U8,89.15
ID_X7PUGW9NI1FI,296.04
ID_VTIQSDY0X1FD,406.88
ID_4VC1K7FA4J17,256.69
ID_3GCDF7RV12BF,1669.02
ID_PSLVQKNWEZ0N,398.9
ID_IGCX54TFOFX9,351.05
ID_1SZ0EPKMQJ3L,379.81
ID_RRLAI5EB891O,1529.7
ID_ATRY9VIAPNBP,381.54
ID_5LIP4CV5CHJ0,757.4
ID_ONHO680NIUHR,507.67
ID_VTRB9ZYY4VI0,599.93
ID_JAE3UP8KOYFO,293.06
ID_I02Z7U56HMOO,648.9
ID_RFXD3G5UO06W,1416.1
ID_1SQXKIK51IGW,232.0
ID_T5UXJ5RC7PUZ,700.72
ID_JM7G4MGZXPA4,559.69
ID_6FF2BX4HPOG7,316.63
ID_8UTWWHXEL9R5,895.3
ID_3YJH7Z2OWJED,607.97
ID_4BVYTNKO9YLK,1282.95
ID_KNDRB17VJJHN,176.5
ID_PL3IRYM11FGQ,1061.28
ID_33QXHWS7FFUE,885.7
ID_2J04B9UGSZMQ,773.86
ID_ZJV6QMH0E1S2,758.5
ID_3SY7ARGY3QVX,2329.5
ID_KIAVLFCA0QAB,127.83
ID_Q4EJVPZEZXGI,496.54
ID_65605390LAS9,883.45
ID_Y104K9OC8UGE,650.15
ID_3K6WOEPF2FP8,820.0
ID_LS72BPM71SR7,424.75
ID_Y7TIOX2MBVN1,240.1616666666667
ID_JM80BY34TODO,422.16
ID_2WAZFPTIJ1OA,331.6906709956709
ID_T9YY5C8C1CBO,442.19
ID_UPRSY14003PO,331.77
ID_7XOLQOXF8MQB,343.65
ID_I32E35Q5PL6J,657.38
ID_22FO3O040DBN,558.87
ID_2UXKSAJOCCUC,440.72
ID_5GUT0JCPY47C,326.81
ID_LID7SSDMXCW6,122.33
ID_WCWCOJH95NFM,225.22
ID_4DWQ8EGOZF76,425.99
ID_SJE53PFBNDY4,548.12
ID_MUP7H5EUQUYW,776.0
ID_2G8S8FICGX1F,841.27
ID_T6X2E4LGICKT,227.4
ID_2NBITHH2CMR2,401.3
ID_IXO2IO18FTPN,850.75
ID_35RBHZZG2K9S,483.1
ID_5X3KT9OXDOCL,985.45
ID_EXX5T31QH9U4,553.39
ID_LSZRIL56T47Z,777.75
ID_5ALLBTPE63BZ,425.04
ID_ZRT3VO9XJTOJ,406.65
ID_IVZNV00VK1WF,133.35
ID_STJDVR9FV5ZK,842.25
ID_MUL2I0PV3WXF,584.8
ID_350HG62PKSV9,236.64
ID_CFU1OS0WRIF1,429.55
ID_E2X9RKRER7VN,400.75
ID_FAXPVHA3GBDX,871.5
ID_U20QSSM0WQCL,357.6
ID_8STN6IQK6GRH,4.0
ID_RRV0JV74KLEG,616.23
ID_SV90TJDKZDBO,2075.8
ID_VG3DNKAC70DB,362.2696031746031
ID_N6VEVLWM0JUZ,833.0
ID_R6EAOP7SKH4P,1077.11
ID_WY1E27L1SF3F,684.64
ID_S6Y3EIMQPINY,438.15
ID_C6FGW58XYOOC,100.0
ID_66ZQIE06VO23,639.7
ID_OQGZLQDASMAM,130.66
ID_O0VXS8F7E71M,239.64433333333335
ID_RYWO2W04NGOQ,730.8
ID_UQJV4MFOR1M5,405.36166666666674
ID_4RF26BVNXYCE,1438.28
ID_97BLKV6Q0HEL,2518.35
ID_UBBEFJS5I0QH,135.91
ID_1O85NFRVJWEG,569.4
ID_IMHZWDBK0ADL,249.8
ID_YP71ZG5HZP4L,628.9
ID_EQYXNVKPIZ8S,345.02
ID_IUMZ7HN2JIIN,551.72
ID_TEYADZ461KBT,843.73
ID_WBKUDZP701N9,561.54
ID_QREVEZ4H807A,136.0
ID_1FI6VLAJHF5I,1403.85
ID_AGYQKZWO32LL,635.63
ID_2AWB54BA84ZT,405.3
ID_HT3K0J78M9RG,618.78
ID_1Y0O3Y0QYTJS,456.62
ID_ZKH62QGNMI1V,82.6
ID_BJVKX6P2LOVK,712.82
ID_RJG2AH2AUIN8,232.65
ID_C1YRVYTDHBCI,347.22
ID_1TJKPVFP9B3X,267.11
ID_ENTHBKNB4R99,520.46
ID_TY66I8PV70BN,115.35
ID_6MMECMX3B728,1176.8
ID_GZ9YGWCLLMKN,404.82
ID_01YVA2LJVYBR,215.38
ID_YQRL2IOUU4SZ,358.74364718614714
ID_VAX2N8ELPEZE,356.52
